,time,open,high,low,close,tick_volume,spread,real_volume,time_num
0,2024-01-02,140.83,142.216,140.807,141.97,237476,0,0,0.0
1,2024-01-03,141.829,143.731,141.771,143.288,275087,3,0,24.0
2,2024-01-04,143.289,144.852,142.85,144.622,267701,3,0,48.0
3,2024-01-05,144.518,145.979,143.806,144.558,354170,2,0,72.0
4,2024-01-08,144.441,144.918,143.662,144.22,229689,1,0,144.0
5,2024-01-09,144.195,144.62,143.417,144.464,252199,0,0,168.0
6,2024-01-10,144.44,145.83,144.316,145.749,210003,1,0,192.0
7,2024-01-11,145.736,146.417,144.953,145.274,344680,3,0,216.0
8,2024-01-12,145.256,145.568,144.349,144.906,303780,1,0,240.0
9,2024-01-15,144.849,145.942,144.749,145.708,163386,0,0,312.0
10,2024-01-16,145.709,147.311,145.582,147.182,313385,1,0,336.0
11,2024-01-17,147.182,148.528,147.042,148.154,301866,0,0,360.0
12,2024-01-18,148.141,148.302,147.654,148.154,272255,1,0,384.0
13,2024-01-19,148.154,148.804,147.835,148.112,266831,3,0,408.0
14,2024-01-22,148.212,148.304,147.616,148.092,230170,3,0,480.0
15,2024-01-23,148.093,148.693,146.977,148.321,334622,3,0,504.0
16,2024-01-24,148.319,148.396,146.646,147.497,305222,2,0,528.0
17,2024-01-25,147.489,147.949,147.083,147.652,288074,3,0,552.0
18,2024-01-26,147.634,148.204,147.422,148.15,248643,3,0,576.0
19,2024-01-29,148.063,148.332,147.246,147.487,190842,3,0,648.0
20,2024-01-30,147.496,147.928,147.086,147.594,222968,2,0,672.0
21,2024-01-31,147.592,147.901,146.005,146.894,440600,0,0,696.0
22,2024-02-01,146.89,147.114,145.895,146.412,355362,0,0,720.0
23,2024-02-02,146.421,148.586,146.198,148.341,284890,0,0,744.0
24,2024-02-05,148.408,148.895,148.264,148.669,232604,3,0,816.0
25,2024-02-06,148.669,148.788,147.815,147.933,150961,3,0,840.0
26,2024-02-07,147.935,148.258,147.617,148.177,112156,3,0,864.0
27,2024-02-08,148.173,149.479,147.928,149.308,119391,3,0,888.0
28,2024-02-09,149.309,149.576,149.008,149.251,103861,3,0,912.0
29,2024-02-12,149.21,149.478,148.926,149.332,92689,4,0,984.0
30,2024-02-13,149.334,150.881,149.193,150.818,111920,3,0,1008.0
31,2024-02-14,150.798,150.806,150.34,150.547,106893,4,0,1032.0
32,2024-02-15,150.544,150.573,149.531,149.899,116060,1,0,1056.0
33,2024-02-16,149.894,150.646,149.823,150.176,105254,4,0,1080.0
34,2024-02-19,150.08,150.19,149.871,150.109,62836,2,0,1152.0
35,2024-02-20,150.108,150.436,149.681,149.996,104393,4,0,1176.0
36,2024-02-21,149.994,150.39,149.849,150.289,96719,4,0,1200.0
37,2024-02-22,150.302,150.686,150.015,150.52,113102,4,0,1224.0
38,2024-02-23,150.524,150.768,150.292,150.504,89984,1,0,1248.0
39,2024-02-26,150.493,150.835,150.239,150.676,96939,4,0,1320.0
40,2024-02-27,150.683,150.704,150.074,150.486,89318,4,0,1344.0
41,2024-02-28,150.502,150.843,150.369,150.679,91892,4,0,1368.0
42,2024-02-29,150.684,150.692,149.205,149.955,128047,4,0,1392.0
43,2024-03-01,149.968,150.721,149.903,150.062,112792,4,0,1416.0
44,2024-03-04,149.985,150.568,149.836,150.502,94471,4,0,1488.0
45,2024-03-05,150.523,150.541,149.702,150.049,105221,3,0,1512.0
46,2024-03-06,150.046,150.081,149.09,149.366,114071,1,0,1536.0
47,2024-03-07,149.367,149.387,147.578,148.022,144723,4,0,1560.0
48,2024-03-08,148.04,148.114,146.48,147.05,137922,4,0,1584.0
49,2024-03-11,147.03,147.147,146.483,146.953,105877,4,0,1656.0
50,2024-03-12,146.952,148.175,146.615,147.607,89535,0,0,1680.0
51,2024-03-13,147.623,148.043,147.232,147.623,65889,0,0,1704.0
52,2024-03-14,147.622,148.356,147.437,148.281,65531,0,0,1728.0
53,2024-03-15,148.281,149.163,148.031,149.005,57737,0,0,1752.0
54,2024-03-18,149.05,149.329,148.906,149.1,51403,0,0,1824.0
55,2024-03-19,149.094,150.962,149.0,150.77,68873,0,0,1848.0
56,2024-03-20,150.769,151.817,150.715,151.191,62232,0,0,1872.0
57,2024-03-21,151.19,151.753,150.261,151.583,70354,0,0,1896.0
58,2024-03-22,151.585,151.86,151.001,151.415,63267,0,0,1920.0
59,2024-03-25,151.425,151.542,151.051,151.399,48813,0,0,1992.0
60,2024-03-26,151.398,151.603,151.207,151.508,44375,0,0,2016.0
61,2024-03-27,151.508,151.968,151.025,151.256,56573,0,0,2040.0
62,2024-03-28,151.254,151.542,151.148,151.371,49019,0,0,2064.0
63,2024-03-29,151.369,151.497,151.173,151.321,20095,3,0,2088.0
64,2024-04-01,151.31,151.77,151.218,151.637,39286,0,0,2160.0
65,2024-04-02,151.642,151.802,151.462,151.549,43138,0,0,2184.0
66,2024-04-03,151.531,151.954,151.439,151.684,42375,0,0,2208.0
67,2024-04-04,151.67,151.77,151.119,151.332,42017,0,0,2232.0
68,2024-04-05,151.336,151.75,150.81,151.617,56675,0,0,2256.0
69,2024-04-08,151.64,151.942,151.543,151.81,39040,0,0,2328.0
70,2024-04-09,151.817,151.935,151.568,151.765,38792,0,0,2352.0
71,2024-04-10,151.759,153.235,151.65,153.143,51824,0,0,2376.0
72,2024-04-11,153.153,153.317,152.757,153.249,56791,0,0,2400.0
73,2024-04-12,153.268,153.383,152.592,153.262,57667,0,0,2424.0
74,2024-04-15,153.05,154.442,152.951,154.264,62774,0,0,2496.0
75,2024-04-16,154.268,154.784,153.893,154.69,61384,0,0,2520.0
76,2024-04-17,154.695,154.732,154.155,154.372,50270,0,0,2544.0
77,2024-04-18,154.374,154.676,153.957,154.632,55586,0,0,2568.0
78,2024-04-19,154.612,154.671,153.588,154.625,88800,0,0,2592.0
79,2024-04-22,154.479,154.851,154.356,154.835,30096,0,0,2664.0
80,2024-04-23,154.835,154.875,154.556,154.822,29895,0,0,2688.0
81,2024-04-24,154.825,155.371,154.728,155.338,31651,0,0,2712.0
82,2024-04-25,155.316,155.745,155.193,155.643,36551,0,0,2736.0
83,2024-04-26,155.61,158.44,154.963,158.333,46350,0,0,2760.0
84,2024-04-29,157.87,160.222,154.53,156.338,69166,0,0,2832.0
85,2024-04-30,156.329,157.841,156.051,157.789,45340,0,0,2856.0
86,2024-05-01,157.78,157.986,152.996,154.614,44630,0,0,2880.0
87,2024-05-02,154.575,156.279,153.053,153.697,66271,0,0,2904.0
88,2024-05-03,153.592,153.778,151.86,152.946,55940,0,0,2928.0
89,2024-05-06,152.92,154.005,152.747,153.87,40282,0,0,3000.0
90,2024-05-07,153.901,154.745,153.84,154.683,42439,0,0,3024.0
91,2024-05-08,154.684,155.678,154.507,155.523,37159,0,0,3048.0
92,2024-05-09,155.546,155.952,155.159,155.469,35738,0,0,3072.0
93,2024-05-10,155.474,155.904,155.262,155.751,32581,0,0,3096.0
94,2024-05-13,155.742,156.245,155.507,156.185,29542,0,0,3168.0
95,2024-05-14,156.201,156.79,156.011,156.413,31301,0,0,3192.0
96,2024-05-15,156.389,156.558,154.688,154.865,43623,0,0,3216.0
97,2024-05-16,154.856,155.528,153.597,155.359,50432,0,0,3240.0
98,2024-05-17,155.363,155.979,155.248,155.613,34412,0,0,3264.0
99,2024-05-20,155.61,156.3,155.497,156.236,32301,0,0,3336.0
100,2024-05-21,156.222,156.544,155.847,156.148,37642,0,0,3360.0
101,2024-05-22,156.141,156.832,156.092,156.765,34424,0,0,3384.0
102,2024-05-23,156.769,157.194,156.526,156.898,37261,0,0,3408.0
103,2024-05-24,156.901,157.143,156.822,156.987,31209,0,0,3432.0
104,2024-05-27,156.94,157.01,156.662,156.879,21423,0,0,3504.0
105,2024-05-28,156.808,157.198,156.58,157.127,32014,0,0,3528.0
106,2024-05-29,157.13,157.708,156.894,157.627,32049,0,0,3552.0
107,2024-05-30,157.626,157.667,156.372,156.768,45206,0,0,3576.0
108,2024-05-31,156.795,157.365,156.557,157.22,46209,0,0,3600.0
109,2024-06-03,157.18,157.472,155.949,156.047,43275,0,0,3672.0
110,2024-06-04,156.049,156.484,154.544,154.875,55218,0,0,3696.0
111,2024-06-05,154.873,156.482,154.783,156.065,48866,0,0,3720.0
112,2024-06-06,156.075,156.444,155.366,155.591,48484,0,0,3744.0
113,2024-06-07,155.528,157.074,155.123,156.762,49834,0,0,3768.0
114,2024-06-10,156.68,157.194,156.518,156.992,42543,0,0,3840.0
115,2024-06-11,156.994,157.402,156.806,157.115,40049,0,0,3864.0
116,2024-06-12,157.113,157.37,155.718,156.703,46766,0,0,3888.0
117,2024-06-13,156.703,157.312,156.561,157.017,46176,0,0,3912.0
118,2024-06-14,157.003,158.255,156.81,157.355,58914,0,0,3936.0
119,2024-06-17,157.295,157.958,157.155,157.715,38759,0,0,4008.0
120,2024-06-18,157.702,158.228,157.516,157.847,40100,0,0,4032.0
121,2024-06-19,157.84,158.129,157.603,158.075,21537,0,0,4056.0
122,2024-06-20,158.068,158.945,157.92,158.926,34078,0,0,4080.0
123,2024-06-21,158.923,159.826,158.67,159.783,36956,0,0,4104.0
124,2024-06-24,159.76,159.928,158.737,159.604,38569,0,0,4176.0
125,2024-06-25,159.589,159.756,159.189,159.679,36281,0,0,4200.0
126,2024-06-26,159.654,160.865,159.607,160.805,39757,0,0,4224.0
127,2024-06-27,160.768,160.824,160.285,160.734,36627,0,0,4248.0
128,2024-06-28,160.749,161.282,160.261,160.826,47835,0,0,4272.0
129,2024-07-01,160.76,161.727,160.699,161.458,37851,0,0,4344.0
130,2024-07-02,161.432,161.743,161.341,161.587,14276,0,0,4368.0
131,2024-07-03,161.422,161.95,160.773,161.678,34062,0,0,4392.0
132,2024-07-04,161.662,161.693,160.946,161.266,25874,0,0,4416.0
133,2024-07-05,161.256,161.394,160.331,160.739,44710,0,0,4440.0
134,2024-07-08,160.75,161.118,160.261,160.815,38704,0,0,4512.0
135,2024-07-09,160.787,161.516,160.729,161.321,35912,0,0,4536.0
136,2024-07-10,161.308,161.804,161.241,161.672,29356,0,0,4560.0
137,2024-07-11,161.665,161.759,157.41,158.842,43237,0,0,4584.0
138,2024-07-12,158.857,159.446,157.371,157.861,60076,0,0,4608.0
139,2024-07-15,158.073,158.418,157.15,158.083,42758,0,0,4680.0
140,2024-07-16,158.017,158.854,157.917,158.35,36902,0,0,4704.0
141,2024-07-17,158.332,158.615,156.063,156.203,56320,0,0,4728.0
142,2024-07-18,156.147,157.4,155.37,157.356,61459,0,0,4752.0
143,2024-07-19,157.357,157.862,156.966,157.445,51299,0,0,4776.0
144,2024-07-22,157.43,157.613,156.285,157.0,51065,0,0,4848.0
145,2024-07-23,157.008,157.101,155.542,155.565,56762,0,0,4872.0
146,2024-07-24,155.582,155.991,153.106,153.85,64825,0,0,4896.0
147,2024-07-25,153.852,154.315,151.942,153.937,77239,0,0,4920.0
148,2024-07-26,153.938,154.737,153.11,153.723,65689,0,0,4944.0
149,2024-07-29,153.675,154.353,153.014,154.0,65193,0,0,5016.0
150,2024-07-30,153.994,155.214,152.659,152.734,63858,0,0,5040.0
151,2024-07-31,152.762,153.92,149.609,149.969,91046,0,0,5064.0
152,2024-08-01,149.944,150.888,148.512,149.342,87296,0,0,5088.0
153,2024-08-02,149.361,149.771,146.418,146.485,87658,0,0,5112.0
154,2024-08-05,146.382,146.564,141.689,144.183,103595,0,0,5184.0
155,2024-08-06,144.182,146.373,143.627,144.291,95864,0,0,5208.0
156,2024-08-07,144.32,147.897,144.237,146.658,92122,0,0,5232.0
157,2024-08-08,146.659,147.541,145.431,147.235,82329,0,0,5256.0
158,2024-08-09,147.231,147.813,146.271,146.586,57838,0,0,5280.0
159,2024-08-12,146.543,148.22,146.421,147.183,59662,2,0,5352.0
160,2024-08-13,147.189,147.945,146.597,146.82,60647,2,0,5376.0
161,2024-08-14,146.809,147.574,146.072,147.304,65603,2,0,5400.0
162,2024-08-15,147.299,149.376,147.053,149.267,56041,2,0,5424.0
163,2024-08-16,149.257,149.342,147.567,147.59,57724,2,0,5448.0
164,2024-08-19,147.577,148.05,145.187,146.565,69447,2,0,5520.0
165,2024-08-20,146.566,147.342,145.194,145.246,66902,2,0,5544.0
166,2024-08-21,145.232,146.885,144.454,145.207,76205,2,0,5568.0
167,2024-08-22,145.176,146.529,144.846,146.276,66915,2,0,5592.0
168,2024-08-23,146.273,146.479,144.046,144.336,63572,2,0,5616.0
169,2024-08-26,144.27,144.65,143.447,144.507,65498,2,0,5688.0
170,2024-08-27,144.513,145.173,143.917,143.933,58685,2,0,5712.0
171,2024-08-28,143.927,145.036,143.684,144.569,62465,2,0,5736.0
172,2024-08-29,144.59,145.55,144.22,144.981,65683,2,0,5760.0
173,2024-08-30,144.979,146.246,144.658,146.151,56403,2,0,5784.0
174,2024-09-02,146.06,147.172,145.776,146.912,41580,2,0,5856.0
175,2024-09-03,146.894,147.206,145.106,145.455,68345,2,0,5880.0
176,2024-09-04,145.451,145.557,143.706,143.722,75084,2,0,5904.0
177,2024-09-05,143.715,144.224,142.849,143.429,77386,2,0,5928.0
178,2024-09-06,143.426,144.063,141.751,142.257,78345,2,0,5952.0
179,2024-09-09,142.22,143.794,141.949,143.163,75800,2,0,6024.0
180,2024-09-10,143.165,143.708,142.195,142.447,67359,2,0,6048.0
181,2024-09-11,142.429,142.545,140.709,142.342,84954,2,0,6072.0
182,2024-09-12,142.292,143.042,141.724,141.802,80289,2,0,6096.0
183,2024-09-13,141.803,141.877,140.282,140.793,74121,2,0,6120.0
184,2024-09-16,140.84,140.917,139.578,140.6,66694,2,0,6192.0
185,2024-09-17,140.587,142.464,140.32,142.391,71835,1,0,6216.0
186,2024-09-18,142.39,142.707,140.44,142.258,73953,2,0,6240.0
187,2024-09-19,142.265,143.942,141.881,142.609,84361,2,0,6264.0
188,2024-09-20,142.612,144.494,141.737,143.845,77622,2,0,6288.0
189,2024-09-23,143.895,144.457,143.164,143.581,71938,2,0,6360.0
190,2024-09-24,143.488,144.677,143.11,143.201,71468,2,0,6384.0
191,2024-09-25,143.202,144.842,142.889,144.731,66810,2,0,6408.0
192,2024-09-26,144.728,145.21,144.109,144.806,69289,2,0,6432.0
193,2024-09-27,144.772,146.492,142.067,142.169,81706,2,0,6456.0
194,2024-09-30,142.116,143.914,141.643,143.606,71599,2,0,6528.0
195,2024-10-01,143.593,144.534,142.971,143.546,77961,2,0,6552.0
196,2024-10-02,143.553,146.51,143.421,146.439,70595,2,0,6576.0
197,2024-10-03,146.436,147.241,146.255,146.897,71550,2,0,6600.0
198,2024-10-04,146.871,149.002,145.918,148.661,69631,2,0,6624.0
199,2024-10-07,148.639,149.123,147.851,148.172,70595,2,0,6696.0
200,2024-10-08,148.118,148.379,147.344,148.171,67234,2,0,6720.0
201,2024-10-09,148.179,149.362,148.011,149.286,55175,2,0,6744.0
202,2024-10-10,149.24,149.601,148.239,148.553,63353,2,0,6768.0
203,2024-10-11,148.539,149.283,148.401,149.102,49028,2,0,6792.0
204,2024-10-14,148.952,149.981,148.952,149.734,39204,2,0,6864.0
205,2024-10-15,149.733,149.834,148.851,149.181,52996,1,0,6888.0
206,2024-10-16,149.288,149.805,148.872,149.617,48818,1,0,6912.0
207,2024-10-17,149.56,150.321,149.238,150.188,53081,2,0,6936.0
208,2024-10-18,150.147,150.283,149.364,149.488,49252,2,0,6960.0
209,2024-10-21,149.49,150.884,149.084,150.818,47502,3,0,7032.0
210,2024-10-22,150.758,151.193,150.49,151.05,54028,1,0,7056.0
211,2024-10-23,151.054,153.183,150.976,152.745,58731,2,0,7080.0
212,2024-10-24,152.733,152.824,151.549,151.808,62429,2,0,7104.0
213,2024-10-25,151.839,152.378,151.441,152.287,54891,3,0,7128.0
214,2024-10-28,152.897,153.881,152.409,153.242,62987,1,0,7200.0
215,2024-10-29,153.236,153.865,152.752,153.33,61337,2,0,7224.0
216,2024-10-30,153.33,153.494,152.778,153.306,62054,2,0,7248.0
217,2024-10-31,153.304,153.616,151.835,152.041,70290,1,0,7272.0
218,2024-11-01,152.04,153.093,151.787,152.95,65299,2,0,7296.0
219,2024-11-04,152.292,152.551,151.533,152.111,64208,2,0,7368.0
220,2024-11-05,152.096,152.543,151.334,151.589,56252,1,0,7392.0
221,2024-11-06,151.607,154.697,151.287,154.595,101049,2,0,7416.0
222,2024-11-07,154.582,154.709,152.692,152.894,80134,2,0,7440.0
223,2024-11-08,152.913,153.367,152.141,152.618,72413,2,0,7464.0
224,2024-11-11,152.609,153.951,152.606,153.704,53484,1,0,7536.0
225,2024-11-12,153.692,154.923,153.403,154.585,62591,2,0,7560.0
226,2024-11-13,154.574,155.621,154.342,155.449,67314,2,0,7584.0
227,2024-11-14,155.385,156.415,155.278,156.237,66540,2,0,7608.0
228,2024-11-15,156.256,156.746,153.86,154.308,76263,2,0,7632.0
229,2024-11-18,154.2,155.354,153.838,154.638,73760,2,0,7704.0
230,2024-11-19,154.624,154.797,153.282,154.627,75298,2,0,7728.0
231,2024-11-20,154.624,155.885,154.523,155.37,61873,2,0,7752.0
232,2024-11-21,155.363,155.414,153.908,154.52,76056,2,0,7776.0
233,2024-11-22,154.476,155.016,153.965,154.704,71463,2,0,7800.0
234,2024-11-25,154.133,154.721,153.547,154.164,72729,2,0,7872.0
235,2024-11-26,154.201,154.486,152.986,153.088,74928,2,0,7896.0
236,2024-11-27,153.074,153.232,150.453,151.052,77236,2,0,7920.0
237,2024-11-28,150.985,151.947,150.901,151.513,46945,2,0,7944.0
238,2024-11-29,151.517,151.542,149.465,149.66,76157,2,0,7968.0
239,2024-12-02,149.65,150.746,149.079,149.564,77124,2,0,8040.0
240,2024-12-03,149.567,150.234,148.64,149.53,70107,2,0,8064.0
241,2024-12-04,149.594,151.226,149.503,150.518,72375,2,0,8088.0
242,2024-12-05,150.52,150.775,149.654,150.039,68864,2,0,8112.0
243,2024-12-06,150.013,150.698,149.365,150.025,64190,2,0,8136.0
244,2024-12-09,149.887,151.345,149.691,151.165,58034,2,0,8208.0
245,2024-12-10,151.165,152.179,150.895,151.869,63536,2,0,8232.0
246,2024-12-11,151.881,152.838,151.002,152.37,65266,2,0,8256.0
247,2024-12-12,152.366,152.772,151.801,152.559,65248,1,0,8280.0
248,2024-12-13,152.527,153.799,152.454,153.606,54273,2,0,8304.0
249,2024-12-16,153.561,154.476,153.325,154.076,51868,2,0,8376.0
250,2024-12-17,154.082,154.342,153.16,153.38,58195,2,0,8400.0
251,2024-12-18,153.384,154.856,153.253,154.728,57538,2,0,8424.0
252,2024-12-19,154.672,157.805,154.433,157.349,74927,2,0,8448.0
253,2024-12-20,157.371,157.923,155.951,156.423,74612,2,0,8472.0
254,2024-12-23,156.312,157.266,156.288,157.07,52492,3,0,8544.0
255,2024-12-24,157.08,157.391,156.889,157.074,39644,1,0,8568.0
256,2024-12-25,157.192,157.192,157.068,157.069,10,141,0,8592.0
257,2024-12-26,157.205,158.082,157.067,157.934,42240,3,0,8616.0
258,2024-12-27,157.882,158.002,157.349,157.785,48532,2,0,8640.0
259,2024-12-30,157.725,158.073,156.673,156.776,49019,3,0,8712.0
260,2024-12-31,156.787,157.547,156.02,157.121,54554,1,0,8736.0
261,2025-01-01,157.059,157.061,157.059,157.061,2,151,0,8760.0
262,2025-01-02,157.125,157.848,156.44,157.444,62965,3,0,8784.0
263,2025-01-03,157.397,157.564,156.873,157.261,49419,2,0,8808.0
264,2025-01-06,157.13,157.96,156.241,157.514,61356,3,0,8880.0
265,2025-01-07,157.51,158.423,157.398,157.988,53861,2,0,8904.0
266,2025-01-08,157.975,158.552,157.902,158.274,59038,2,0,8928.0
267,2025-01-09,158.26,158.396,157.575,158.106,47227,2,0,8952.0
268,2025-01-10,158.037,158.876,157.223,157.695,61550,2,0,8976.0
269,2025-01-13,157.77,157.967,156.912,157.409,58465,3,0,9048.0
270,2025-01-14,157.398,158.197,157.054,157.951,60459,2,0,9072.0
271,2025-01-15,157.923,158.084,155.948,156.45,61791,2,0,9096.0
272,2025-01-16,156.394,156.523,155.059,155.099,65218,3,0,9120.0
273,2025-01-17,155.09,156.373,154.98,156.259,57879,2,0,9144.0
274,2025-01-20,156.26,156.582,155.412,155.546,56799,1,0,9216.0
275,2025-01-21,155.563,156.232,154.77,155.445,68680,2,0,9240.0
276,2025-01-22,155.411,156.706,155.352,156.449,57933,3,0,9264.0
277,2025-01-23,156.455,156.75,155.743,156.031,55347,1,0,9288.0
278,2025-01-24,156.005,156.576,154.839,155.963,69630,2,0,9312.0
279,2025-01-27,155.488,156.246,153.712,154.484,79614,2,0,9384.0
280,2025-01-28,154.462,155.976,154.437,155.46,64060,2,0,9408.0
281,2025-01-29,155.475,155.79,154.939,155.215,64362,2,0,9432.0
282,2025-01-30,155.146,155.233,153.791,154.288,67293,2,0,9456.0
283,2025-01-31,154.193,155.22,153.913,155.18,71050,2,0,9480.0
284,2025-02-03,154.803,155.886,154.005,154.726,84956,2,0,9552.0
285,2025-02-04,154.692,155.52,154.171,154.325,65952,2,0,9576.0
286,2025-02-05,154.326,154.462,152.111,152.589,71376,2,0,9600.0
287,2025-02-06,152.545,152.894,151.234,151.383,65673,1,0,9624.0
288,2025-02-07,151.366,152.413,150.931,151.389,69404,2,0,9648.0
